,target,source
2012,ciravegna00learning,soderland01building
2013,clark00finding,459183
2014,clark00location,366926
2015,clark00location,clark00finding
2016,clark00what,488171
2017,clarkson00recognizing,417409
2018,clarkson00recognizing,antifakos01exploration
2019,clarkson00recognizing,rungsarityotin00finding
2020,claypool99combining,307090
2021,claypool99combining,518092
2022,claypool99combining,531929
2023,claypool99combining,popescul01probabilistic
2024,claypool99ounce,claypool99ounce
2025,cleary00generating,452308
2026,cluet99using,315153
2027,cluet99using,arlein99making
2028,codish98efficient,codish98widening
2029,codish98efficient,king98practical
2030,coellocoello99treating,coellocoello99updated
2031,coetzee00feature,glover02using
2032,coetzee00feature,lawrence00context
2033,cohen98integration,414073
2034,cohen98integration,455655
2035,cohen98integration,55740
2036,cohen98integration,kushmerick00wrapper
2037,cohen98integration,sattler01data
2038,cohen98integration,schallehn02extensible
2039,cohen98integration,zelikovitz00improving
2040,cohen98joins,196686
2041,cohen98joins,300852
2042,cohen98joins,shankar00weight
2043,cohn01missing,460350
2044,cohn01missing,popescul01probabilistic
2045,cohn01qualitative,cohn01qualitative
2046,cohn01qualitative,fernyhough99constructing
2047,cohn01qualitative,wolter00spatiotemporal
2048,combs99does,446289
2049,conati00toward,443913
2050,conati00toward,452812
2051,conrad00xml,conrad00xml
2052,coppin00eventscope,coppin01reality
2053,cox96introspective,cox96introspective
2054,crabbe01goal,crabbe01goal
2055,crabbe01goal,crabbe01multiple
2056,crabbe99secondorder,442160
2057,crabbe99secondorder,crabbe01goal
2058,crabbe99secondorder,crabbe01multiple
2059,craswell00server,green01sdlip
2060,craswell00server,ipeirotis01probe
2061,craswell00server,lawrence00context
2062,craven98learning,191426
2063,craven98learning,2102
2064,craven98learning,21158
2065,craven98learning,212779
2066,craven98learning,343493
2067,craven98learning,391515
2068,craven98learning,424127
2069,craven98learning,441191
2070,craven98learning,444471
2071,craven98learning,47625
2072,craven98learning,54866
2073,craven98learning,6411
2074,craven98learning,65816
2075,craven98learning,68306
2076,craven98learning,7537
2077,craven98learning,8956
2078,craven98learning,baker98distributional
2079,craven98learning,diao00toward
2080,craven98learning,dipasquo98using
2081,craven98learning,finn01fact
2082,craven98learning,friedman99learning
2083,craven98learning,ghani00data
2084,craven98learning,hellerstein00recognizing
2085,craven98learning,lawrence00context
2086,craven98learning,marquez00machine
2087,craven98learning,middleton02exploiting
2088,craven98learning,nigam99text
2089,craven98learning,oyama01keyword
2090,craven98learning,pal02web
2091,cremonini00ruling,449211
2092,cremonini00ruling,451495
2093,crescenzi01roadrunner,445591
2094,crescenzi01roadrunner,ianni01intelligent
2095,crescenzi01roadrunner,kushmerick02adaptive
2096,crescenzi01roadrunner,kushmerick02finitestate
2097,critchlow98automatic,457569
2098,critchlow98automatic,critchlow00datafoundry
2099,critchlow98automatic,critchlow98metadata
2100,critchlow98metadata,critchlow00datafoundry
2101,cruz99preserving,cruz99user
2102,cruz99user,cruz99preserving
2103,cui01lineage,cui01lineage
2104,cui99practical,cui01lineage
2105,cui99practical,galhardas01improving
2106,cumby00relational,336904
2107,cummins99automatic,cummins99language
2108,cunningham99experience,cunningham01developing
2109,czajkowski98jres,bellavista01how
2110,czajkowski98jres,binder01design
2111,czajkowski98jres,minar99hive
2112,czajkowski98jres,vitek99secure
2113,dahl99eel,sadri99computational
2114,damiani97semantic,435716
2115,damiani97structuring,84358
2116,dantsin99complexity,538839
2117,dantsin99complexity,baral00reasoning
2118,dantsin99complexity,gottlob02monadic
2119,dantsin99complexity,lukasiewicz00probabilistic
2120,das98rule,169000
2121,das98rule,74893
2122,datta98case,bellatreche00what
2123,datta98case,moon98scalable
2124,datta98case,samtani98recent
2125,davison00topical,271585
2126,davison99discoweb,271585
2127,davison99discoweb,davison00topical
2128,davison99discoweb,lawrence00context
2129,dayal01business,529138
2130,dean99finding,271585
2131,dean99finding,455655
2132,dean99finding,488525
2133,dean99finding,532128
2134,dean99finding,536016
2135,dean99finding,540380
2136,dean99finding,bergmark02collection
2137,dean99finding,davison00topical
2138,dean99finding,dlrg02background
2139,dean99finding,efe00shape
2140,dean99finding,haveliwala02evaluating
2141,dean99finding,lempel01picashow
2142,dean99finding,leung01towards
2143,dean99finding,levene01web
2144,dean99finding,sun01world
2145,decarolis00verbal,494121
2146,decker01multiagent,445758
2147,decker01multiagent,decker01extending
2148,decker95coordination,243755
2149,decker95coordination,63694
2150,decker95coordination,vincent01agent
2151,decker95environment,17752
2152,decker95environment,241799
2153,decker95environment,243755
2154,decker95environment,63694
2155,decker95environment,bilgic97risk
2156,decker95environment,bilgic97system
2157,decker95environment,decker95coordination
2158,decker95environment,decker95environment
2159,decker95environment,decker98coordinating
2160,decker95environment,giorgini01multiagent
2161,decker95environment,obrst97constraints
2162,decker95environment,prasad96offline
2163,decker95environment,prasad99learning
2164,decker95environment,vincent01agent
2165,decker95environment,wagner99toward
2166,decker95environment,weiss99achieving
2167,decker95environment,zunino01representing
2168,decleir99database,tran00videograph
2169,defalco98optimizing,castillo99gpropii
2170,degaris99building,261630
2171,degaris99building,degaris00simulating
2172,degaris99building,degaris99evolving
2173,degeratu01latencydependent,pant02myspiders
2174,dekhtyar99probabilistic,bonnet00query
2175,delgado99multiagent,joslyn99semiotic
2176,della99internet,502491
2177,deloach01analysis,giunchiglia01tropos
2178,deloach01specifying,deloach01analysis
2179,deloach01specifying,sparkman01automated
2180,deloach99multiagent,186486
2181,deloach99multiagent,30500
2182,deloach99multiagent,446625
2183,deloach99multiagent,507954
2184,deloach99multiagent,knublauch02extreme
2185,deloach99multiagent,mcdonald00heterogeneous
2186,deloach99multiagent,tveit01survey
2187,deloach99multiagent,wood00overview
2188,denoue00annotation,440927
2189,denoue00annotation,529793
2190,denoue00annotation,handschuh02authoring
2191,denti00luce,449211
2192,denti99from,451495
2193,deutschmann98compressive,higgins99integrated
2194,devanbu99chime,cox99model
2195,devaney98needles,531549
2196,dewhurst98knowledge,freitas98pkdd
2197,dhillon01coclustering,zhao02criterion
2198,dhillon01concept,380343
2199,dhillon01concept,dhillon01coclustering
2200,dhillon01concept,ding01probabilistic
2201,dhillon01concept,modha00clustering
2202,dhillon01concept,zhao02criterion
2203,diaconescu99componentbased,486097
2204,diao00comparative,itskevitch01automatic
2205,diao00toward,456508
2206,dicaro98antnet,487862
2207,dicaro98antnet,527640
2208,dicaro98antnet,amin01agentbased
2209,dicaro98antnet,amin02dynamic
2210,dicaro98antnet,cicirello01ant
2211,dicaro98antnet,helvik01using
2212,dicaro98antnet,varela99ant
2213,dick99mocsyn,474192
2214,dietterich98approximate,2102
2215,dietterich98approximate,28307
2216,dietterich98approximate,300852
2217,dietterich98approximate,310158
2218,dietterich98approximate,46363
2219,dietterich98approximate,escudero00portability
2220,dietterich98approximate,garcke02classification
2221,dietterich98approximate,marquez00machine
2222,dignum00towards,463357
2223,dignum00towards,broersen01boid
2224,dignum00towards,lopez01framework
2225,dignum00towards,rahwan00virtual
2226,dignum00towards,vandertorre01contextual
2227,dimitrova02web,504568
2228,dinverno97formal,467024
2229,dinverno97formal,baldoni00intentionguided
2230,dipasquo98using,diao00toward
2231,dipasquo98using,ghani00data
2232,dix01metaagent,arisha99impact
2233,dix01metaagent,brass99computation
2234,dix01metaagent,sadri99computational
2235,dix98nonmonotonic,232607
2236,dix98nonmonotonic,brass98semantics
2237,dix99places,cheverst00developing
2238,dolan00benchmarking,chen01optimal
2239,dom99mining,535484
2240,dom99mining,alvarez00web
2241,dom99mining,efe00shape
2242,dom99mining,kosala00web
2243,dom99mining,santini01query
2244,domingos00mining,kargupta01mobimine
2245,domingos00mining,smyth01data
2246,dong99maintaining,libkin99power
2247,donini98allog,wache01ontologybased
2248,dorohonceanu00novel,tews02gday
2249,dotsch00tic,382301
2250,dotsch96good,520593
2251,dourish01seeking,536952
2252,dragoni00updating,460784
2253,dreilinger96information,howe97savvysearch
2254,dreilinger96information,lawrence99text
2255,dreilinger97experiences,206655
2256,dreilinger97experiences,279508
2257,dreilinger97experiences,375424
2258,dreilinger97experiences,376145
2259,dreilinger97experiences,454034
2260,dreilinger97experiences,455651
2261,dreilinger97experiences,78547
2262,dreilinger97experiences,beigi97metaseek
2263,dreilinger97experiences,benitez98contentbased
2264,dreilinger97experiences,craswell00server
2265,dreilinger97experiences,howe97savvysearch
2266,dreilinger97experiences,hu01overview
2267,dreilinger97experiences,lawrence00context
2268,dreilinger97experiences,wang00concept
2269,dreilinger97experiences,wu01towards
2270,dreilinger97experiences,yu99finding
2271,dreilinger97experiences,yu99methodology
2272,driessens01speeding,finney02learning
2273,drori00using,536996
2274,drori00using,drori01algorithm
2275,druin01designing,446289
2276,druin99designing,294039
2277,druin99designing,316446
2278,druin99designing,druin99role
2279,druin99role,294039
2280,du97categorization,du98vulnerability
2281,dubois99classification,dubois00augmented
2282,duch00computational,duch00eliminators
2283,duch00optimization,duch00computational
2284,duch00optimization,duch00eliminators
2285,duch98minimal,duch98optimization
2286,dumais00hierarchical,dumais01optimizing
2287,dumas98handling,21283
2288,dumas98handling,214340
2289,dumas98handling,dumas99sequencebased
2290,dumas98handling,fauvet99applying
2291,dumas98handling,gurret99basis
2292,dumas98handling,ravat99towards
2293,dumas98handling,tawfik01temporal
2294,dunlop00development,middleton02exploiting
2295,dutech01multiagent,buffet02adaptive
2296,dwork01rank,478775
2297,dwork01rank,540845
2298,dwyer99patterns,dwyer99flow
2299,dyreson99capturing,feng01towards
2300,dyreson99efficiently,wijsen99stringbased
2301,dzeroski98detecting,deraedt01three
2302,edmond98achieving,manolescu01microworkflow
2303,efe00shape,guillaume02web
2304,ehmann01accurate,ehmann01accurate
2305,eidenbenz00atomi,baltsavias00integrating
2306,eijk98informationpassing,kumova00flexible
2307,eiter00extension,251444
2308,eiter00extension,eiter00data
2309,eiter98firstorder,eiter98firstorder
2310,emmerich00implementing,schimkat01maintaining
2311,erdem98task,366169
2312,eriksson98sics,488116
2313,eriksson98sics,eriksson98to
2314,eriksson98sics,papadopoulos00models
2315,escudero00boosting,escudero00boosting
2316,escudero00boosting,escudero00portability
2317,escudero00boosting,marquez00machine
2318,escudero00portability,marquez00machine
2319,esposito00machine,altamura00transforming
2320,essa99computer,mataric00sensorymotor
2321,ester00dctree,387378
2322,ester00dctree,ferhatosmanoglu01constrained
2323,ester00dctree,stanoi00reverse
2324,ezeife01selecting,xu00maintaining
2325,faber98representing,102637
2326,faber98representing,536962
2327,faensen01hermes,455694
2328,falk99amplifying,458630
2329,falk99bubblebadge,dempski99augmented
2330,falk99bubblebadge,ljungstrand99wearboy
2331,fang98computing,172950
2332,faruquie00translingual,458790
2333,fauvet99applying,382379
2334,fayyad98initialization,bradley98mathematical
2335,fayyad98initialization,karypis00concept
2336,feder00computing,289242
2337,feder00computing,khanna01computing
2338,fegaras98new,kosch99managing
2339,fegaras98query,132577
2340,fegaras98query,14656
2341,fegaras98query,ali00incremental
2342,fegaras98query,fegaras98new
2343,fegaras99voodoo,fegaras99voodoo
2344,feiner99wearing,bauer01design
2345,fels98glovetalkii,377458
2346,fensel00workshop,kosala00web
2347,fensel98ontobroker,424127
2348,fensel98ontobroker,bertino99conceptual
2349,fensel98ontobroker,christophides00community
2350,fensel98ontobroker,consortium00corporate
2351,fensel98ontobroker,rabarijaona99building
2352,fent00logical,wichert00compositionality
2353,ferguson95role,white98towards
2354,ferhatosmanoglu01approximate,462285
2355,ferhatosmanoglu01approximate,ferhatosmanoglu01approximate
2356,feris00detection,feris00tracking
2357,fernandes00combining,fernandes00combining
2358,fernyhough99constructing,cohn01qualitative
2359,ferragina98string,wang99ssuptree
2360,fertig99fuzzy,521000
2361,fickas99when,438351
2362,fickas99when,kortuem99close
2363,fickas99when,schneider00disseminating
2364,fiebig97raw,32521
2365,fiebig97raw,cohen98integration
2366,fikes99distributed,nodine99active
2367,filho98gathering,291837
2368,fink99adaptable,kobsa99adapting
2369,finn01fact,dimitrova02web
2370,finn02genre,504568
2371,fischer00user,446538
2372,fischer00user,465022
2373,fischer96intelligent,373023
2374,fischer96intelligent,451495
2375,fischer96intelligent,oliveira00agents
2376,fjeld98build,fjeld98graspable
2377,flach00abduction,164953
2378,flach00abduction,kakas01abduction
2379,flach98strongly,164953
2380,flach98strongly,7980
2381,flach98strongly,flach99firstorder
2382,flake00agents,flake01towards
2383,flake00efficient,456508
2384,flake00efficient,532128
2385,flake00efficient,536016
2386,flake00efficient,540380
2387,flake00efficient,glover01improving
2388,flake00efficient,glover02using
2389,flake00efficient,guillaume02web
2390,flake00efficient,lawrence00context
2391,flank98layered,kruschwitz00extracting
2392,flank98layered,kruschwitz01exploiting
2393,fleuret99graded,294238
2394,fleuret99graded,336904
2395,florescu00integrating,li01indexing
2396,florescu00integrating,zhang01supporting
2397,florescu99performance,jiang02path
2398,florescu99performance,li01indexing
2399,florescu99performance,nambiar01benchmarking
2400,florescu99query,196762
2401,florescu99query,226856
2402,florescu99query,244548
2403,florescu99query,253088
2404,florescu99query,301428
2405,florescu99query,florescu99query
2406,florescu99query,manolescu01efficient
2407,florescu99query,nie01joint
2408,florescu99query,widom00wsqdsq
2409,florescu99query,zadorozhny01validating
2410,forlizzi99data,455336
2411,forlizzi99data,489180
2412,forlizzi99data,grumbach00manipulating
2413,fox98active,36645
2414,fox98active,525378
2415,fox98active,79013
2416,fox98active,fox98position
2417,fox98active,roy99coastal
2418,fox98active,sim00to
2419,fox98position,36645
2420,fox98position,67963
2421,fox98position,79013
2422,fox98position,fox98active
2423,fox98position,schulte99spontaneous
2424,fox99gateway,omer00javacorba
2425,fox99sentinel,boyack01information
2426,franconi00icom,wache01ontologybased
2427,frank98generating,liu00extended
2428,freitag99information,eliassi-rad00instructable
2429,freitag99information,grishman01adaptive
2430,freitag99information,kosala00web
2431,freitag99information,peng01automatic
2432,freitag99information,ray01representing
2433,freitag99information,yangarber01scenario
2434,french98evaluating,284454
2435,french98evaluating,376145
2436,french98evaluating,callan99automatic
2437,french98evaluating,craswell00server
2438,french98evaluating,french99effective
2439,french98evaluating,powell00impact
2440,french98evaluating,yu99methodology
2441,french99effective,483730
2442,freund98self,147445
2443,friedman99learning,265990
2444,friedman99learning,539286
2445,friedman99learning,cohn01missing
2446,friedman99learning,popescul02towards
2447,fuhr98hyspirit,ileperuma01mpeg
2448,funt98is,tauber00localebased
2449,gabbard98usability,125291
2450,gabbard98usability,bowman99interaction
2451,gaizauskas98information,cunningham01developing
2452,galhardas00extensible,295186
2453,galhardas00extensible,458600
2454,galhardas00extensible,527800
2455,galhardas00extensible,529138
2456,galhardas00extensible,cal01accessing
2457,galhardas00extensible,naumann00assessment
2458,galhardas00extensible,naumann01from
2459,ganti98clustering,ganti98clustering
2460,ganti98clustering,karypis00concept
2461,ganti98clustering,kobayashi99information
2462,gaskett00reinforcement,327456
2463,gellersen00adding,450284
2464,georgeff99beliefdesireintention,442794
2465,georgeff99beliefdesireintention,fan01splitting
2466,georgeff99beliefdesireintention,namee01proposal
2467,georgeff99beliefdesireintention,winikoff01simplifying
2468,ghani00data,454876
2469,ghani00data,nahm01mining
2470,ghani00data,nahm02text
2471,ghani00data,pal02web
2472,ghani00using,460958
2473,ghani00using,ghani01combining
2474,ghani01using,ghani01combining
2475,giampapa00agent,455997
2476,gibbins01scalability,moreau00mobile
2477,ginsberg99gib,44892
2478,ginsburg98annotate,grasso99augmenting
2479,girod00development,antifakos01exploration
2480,globig94casebased,22187
2481,globig94casebased,382301
2482,globig94casebased,520593
2483,globig94casebased,6875
2484,globig94casebased,dotsch00tic
2485,globig94casebased,dotsch96good
2486,globig94casebased,jantke97logical
2487,globig94casebased,jantke97necessity
2488,globig94casebased,jantke97theoretical
2489,glover00web,346939
2490,glover00web,529556
2491,glover00web,lawrence00context
2492,glover01improving,476601
2493,glover01improving,flake02extracting
2494,glover01improving,glover02using
2495,glover01improving,lawrence00context
2496,glover01improving,radev02probabilistic
2497,glover02using,539286
2498,glover02using,popescul02towards
2499,glover99architecture,346939
2500,glover99architecture,alvarez00web
2501,glover99architecture,flake02extracting
2502,glover99architecture,glover01improving
2503,glover99architecture,lawrence00context
2504,glover99recommending,flake02extracting
2505,goasdoue00rewriting,goasdoue00rewriting
2506,godfrey97minimization,godfrey98integrity
2507,godfrey98integrity,24318
2508,godfrey98integrity,71092
2509,goecks99automatically,307090
2510,goguen99social,266462
2511,goguen99social,goguen00overview
2512,goldberg00eigentaste,531929
2513,goldberg99coordinating,sukhatme99embedding
2514,goldberg99coordinating,weiss99multiagent
2515,goldberg99optimizing,273716
2516,goldberg99optimizing,parthasarathy01tackling
2517,goldman00enhancing,nigam01using
2518,goldman00enhancing,peng01automatic
2519,goldman00enhancing,sarkar01applying
2520,goldman98interactive,cohen01equix
2521,goldman98interactive,dyreson99capturing
2522,goldstein99automatic,kan01domainspecific
2523,good99combining,345377
2524,good99combining,518092
2525,good99combining,531929
2526,good99combining,mooney00contentbased
2527,good99combining,popescul01probabilistic
2528,good99combining,sarwar01itembased
2529,goodman01representation,449876
2530,gotoh00topicbased,gotoh00language
2531,gouveia98technological,gouveira98feasibility
2532,graef00construction,500641
2533,graham00towards,455997
2534,grandi00generalized,franconi00general
2535,grandi00generalized,roddick00beyond
2536,granger02multiscale,granger02multiscale
2537,granlund01patternsupported,borchers00pattern
2538,gratch00emile,418446
2539,gratch00emile,449668
2540,gratch00emile,prendinger01social
2541,gray01dagents,501178
2542,gray01dagents,531713
2543,gray01dagents,brazier02agent
2544,greenberg98using,454312
2545,greenberg98using,477302
2546,greenberg98using,baker01heuristic
2547,greenberg98using,morse00collablogger
2548,greenberg98using,pfister98room
2549,greenberg99adapting,454312
2550,greenberg99adapting,455229
2551,greenberg99adapting,baker01heuristic
2552,greenwald01autonomous,445880
2553,greiff98theory,iyer00boosting
2554,grieser00unifying,388587
2555,grieser00unifying,475379
2556,grieser00unifying,beuster00mia
2557,grieser00unifying,kushmerick02adaptive
2558,grieser00unifying,scheffer01active
2559,grieser00unifying,taniguchi01mining
2560,griffiths95concept,108321
2561,griffiths95concept,38463
2562,griffiths95concept,83140
2563,griffiths99cooperative,panzarasa02formalizing
2564,grignon99multiobjective,grignon99configuration
2565,grimm01systems,525023
2566,grimm01systems,jennings01aspects
2567,groh99automated,wache01ontologybased
2568,grolimund95integrating,aha97casebased
2569,grolimund95integrating,aha98omnipresence
2570,grundy01developing,531878
2571,grundy01developing,531895
2572,grundy01developing,grundy01software
2573,guessoum99from,441527
2574,guessoum99from,441927
2575,guessoum99from,443686
2576,guessoum99from,447337
2577,gunn98support,303146
2578,gunn98support,guo00learning
2579,guo00learning,449669
2580,gustafson00adapt,melin01atlas
2581,ha98geometric,24402
2582,haarslev99description,51542
2583,haarslev99description,lutz99complexity
2584,haarslev99description,wolter00spatiotemporal
2585,haddaway99overview,cussens99loglinear
2586,hahn95integrating,vandendoel01foleyautomatic
2587,halevy00theory,448486
2588,halevy00theory,cal01accessing
2589,halevy00theory,calvanese02lossless
2590,han99automated,riley00behavior
2591,han99efficient,mao01adaptivefp
2592,han99efficient,zhu98line
2593,handschuh02authoring,529793
2594,hannebauer99rapid,hannebauer99composable
2595,hannebauer99rapid,hannebauer99dynamic
2596,hanson99scalable,289242
2597,hanson99scalable,bonifati01pushing
2598,hanson99scalable,chen00niagaracq
2599,hanson99scalable,llirbat01filtering
2600,hanson99scalable,nguyen01monitoring
2601,harel99workload,harel00characterizing
2602,harik99linkage,lobo99extended
2603,harik99linkage,sastry01cluster
2604,harik99linkage,sastry01efficient
2605,harik99parameterless,pelikan99parameterless
2606,haritsa00realtime,haritsa00realtime
2607,hart99comparing,alberto00pattern
2608,hattori99socialware,457130
2609,hattori99socialware,denti00luce
2610,hatzilygeroudis00neurules,hatzilygeroudis00neurules
2611,hatzilygeroudis00neurules,hatzilygeroudis02multiinference
2612,hatzilygeroudis00neurules,prentzas01webbased
2613,hatzilygeroudis00neurules,prentzas02webbased
2614,hatzilygeroudis01hymes,hatzilygeroudis02multiinference
2615,hawking01measuring,454190
2616,hawking01measuring,bailey01engineering
2617,hawking01measuring,hawking01which
2618,hayashi00comparison,duch00eliminators
2619,hayden99architectural,giorgini01multiagent
2620,hayden99architectural,kolp01architectural
2621,haynes96learning,17752
2622,haynes96learning,prasad99learning
2623,hayzelden99agent,403850
2624,hazelhurst98binary,457806
2625,hazelhurst98binary,mateer99highlyavailable
2626,heidemann01building,evans01itr
2627,heidemann01building,robbert01astrolabe
2628,heinonen96www,almeida01analyzing
2629,heinze99plan,284772
2630,heinzmann98visual,200188
2631,hekanaho98dogma,liu00extended
2632,hellerstein00recognizing,apte01ai
2633,hellerstein98optimization,244548
2634,hellerstein98optimization,hanson99scalable
2635,hellerstein98optimization,manolescu01efficient
2636,helmer01automated,484682
2637,helmer01software,499374
2638,helvik01using,487862
2639,helvik01using,527640
2640,herbrich99regression,herbrich99support
2641,herlea01secure,445175
2642,herlocker00explaining,533894
2643,hermansky98traps,hermansky99temporal
2644,hermsdorf98webadapter,kobsa99adapting
2645,hero98robust,hero99estimation
2646,heskes98solving,26655
2647,hespanha99multipleagent,hespanha99multipleagent
2648,hetzler98multifaceted,boyack01information
2649,heydon01vesta,mann01partial
2650,himberg01time,kargupta01mobimine
2651,hinze01how,535578
2652,hirai99webbase,460350
2653,hirai99webbase,460628
2654,hirai99webbase,530815
2655,hirai99webbase,buyukkokten00seeing
2656,hirai99webbase,gomes02versus
2657,hirai99webbase,haveliwala02evaluating
2658,hirai99webbase,jeh02scaling
2659,hirai99webbase,leung01towards
2660,hirai99webbase,najork01highperformance
2661,hirai99webbase,shkapenyuk01design
2662,hoadley99between,suthers01collaborative
2663,hodkinson99decidable,453999
2664,hodkinson99decidable,454077
2665,hodkinson99decidable,artale00expressivity
2666,hodkinson99decidable,artale01reasoning
2667,hodkinson99decidable,artale01temporal
2668,hodkinson99decidable,artale02temporal
2669,hodkinson99decidable,sturm00firstorder
2670,hofmann99probabilistic,cohn01missing
2671,hofmann99probabilistic,popescul01probabilistic
2672,hofmann99probabilistic,schein01generative
2673,hohl99nexus,511280
2674,hohl99nexus,leonhardi99virtual
2675,holden97visual,holden99adaptive
2676,hollerer99exploring,485564
2677,hollerer99situated,feiner99importance
2678,hollerer99situated,hollerer99exploring
2679,holliday00database,304865
2680,holliday00exploiting,315280
2681,holmquist00play,443805
2682,holmquist99supporting,438351
2683,holmquist99supporting,450284
2684,holmquist99supporting,457393
2685,holmquist99supporting,falk99amplifying
2686,holmquist99supporting,holmquist00play
2687,holtman98automatic,300668
2688,holtman98automatic,308770
2689,holtman98automatic,340027
2690,holtman98automatic,schaller99objectivitydb
2691,holtman98automatic,schaller99reclustering
2692,holtman98automatic,stockinger01design
2693,honavar98distributed,277897
2694,honavar98distributed,442965
2695,honavar98distributed,caragea01analysis
2696,hoppenbrouwers98browsing,feng01towards
2697,horling01using,vincent01agent
2698,horling99diagnosis,273596
2699,horling99diagnosis,63694
2700,horling99diagnosis,giorgini01multiagent
2701,horling99diagnosis,graham00towards
2702,horling99diagnosis,wagner99toward
2703,horling99diagnosis,weiss99achieving
2704,horling99diagnosis,weiss99multiagent
2705,horling99using,horling01using
2706,horling99using,wagner99toward
2707,horrocks98using,51542
2708,horrocks98using,83259
2709,horrocks98using,aiello01ontological
2710,horrocks98using,bennett00combinations
2711,horrocks98using,calvanese99unifying
2712,horrocks98using,handschuh02authoring
2713,horrocks98using,straccia01reasoning
2714,horrocks98using,sure02ontoedit
2715,horvitz99principles,416413
2716,horvitz99principles,fischer00user
2717,horvitz99principles,patterson02context
2718,hoste00rule,433736
2719,hourcade99architecture,boyle00grouplab
2720,hourcade99architecture,tandler01software
2721,howe97examining,348716
2722,howe97examining,aha98feature
2723,howe97examining,aha98omnipresence
2724,howe97examining,cardie97improving
2725,howe97examining,cardie99integrating
2726,howe97savvysearch,117999
2727,howe97savvysearch,271585
2728,howe97savvysearch,298782
2729,howe97savvysearch,davison00topical
2730,howe97savvysearch,flake02extracting
2731,howe97savvysearch,glover00web
2732,howe97savvysearch,glover01improving
2733,howe97savvysearch,glover99architecture
2734,howe97savvysearch,glover99recommending
2735,howe97savvysearch,ianni01intelligent
2736,howe97savvysearch,kobayashi00information
2737,howe97savvysearch,lam01overview
2738,howe97savvysearch,liu98statistical
2739,howe97savvysearch,meng99estimating
2740,howe97savvysearch,scime01websifter
2741,howe97savvysearch,tzitzikas01democratic
2742,howe97savvysearch,yu99efficient
2743,howe97savvysearch,yu99finding
2744,howe97savvysearch,yu99methodology
2745,hu00mobile,531713
2746,hu01overview,520300
2747,hu01overview,svidzinska01world
2748,huang00dialogue,406330
2749,huang00running,huang01appliance
2750,huang00running,kiciman00using
2751,huang01architecture,huang01programmability
2752,huang01programmability,huang01architecture
2753,huffman94instructable,huffman95flexibly
2754,huget02agent,huget02application
2755,huget02agent,huget02extending
2756,huget02application,huget02extending
2757,huget02extending,huget02application
2758,huget02extending,huget02extending
2759,huget02language,huget02application
2760,huget02language,huget02extending
2761,huget02language,huget02model
2762,huget02model,527452
2763,huget02model,huget02extending
2764,hunter98ramification,285081
2765,hunter98ramification,hunter00merging
2766,huntsberger98bismarc,pirjanian00campout
2767,hupfeld00spatially,450284
2768,hupfeld00spatially,beigl00mediacups
2769,hussain98attribute,200824
2770,hustadt00normal,bennett00combinations
2771,hustadt00normal,dixon00resolutionbased
2772,hustadt00normal,hustadt00normal
2773,hustadt00normal,hustadt00verification
2774,iglesias99survey,301461
2775,iglesias99survey,525666
2776,iglesias99survey,531754
2777,iglesias99survey,bryson00making
2778,iglesias99survey,bush01styx
2779,iglesias99survey,deloach01analysis
2780,iglesias99survey,deloach99multiagent
2781,iglesias99survey,huget02agent
2782,iglesias99survey,miles00designing
2783,iglesias99survey,wood00overview
2784,iglesias99survey,wooldridge00agentoriented
2785,iglesias99survey,xu01agentbased
2786,iglesias99survey,yim00architecturecentric
2787,iglesias99survey,zambonelli01organisational
2788,iglesias99survey,zini01caselp
2789,ijspeert98evolving,227347
2790,ijspeert98evolving,303350
2791,ijspeert98evolving,308951
2792,ijspeert98evolving,ijspeert98evolving
2793,ijspeert98evolving,ijspeert99evolution
2794,ijspeert99evolution,ijspeert98evolving
2795,ijspeert99evolution,ijspeert99evolution
2796,ijspeert99evolution,nehaniv99constructive
2797,inoue99computing,kakas01abduction
2798,ishida99digital,takahashi00location
2799,itti98model,itti99comparison
2800,itti98model,itti99learning
2801,itti98model,lienhart02localizing
2802,iyer00boosting,459233
2803,jacob99software,deligiannidis02dlove
2804,jacob99software,salvucci00intelligent
2805,jagadish99querying,amer-yahia00boundingschemas
2806,jagadish99querying,arlein99making
2807,jagadish99querying,cluet99using
2808,jagadish99querying,shasha02algorithmics
2809,jain99statistical,383150
2810,jain99statistical,carkacioglu02learning
2811,jain99statistical,liu00threedimensional
2812,jain99statistical,tsuda00subspace
2813,jakobi98minimal,231484
2814,jakobi98minimal,jakobi98running
2815,jakobi98running,filliat99incremental
2816,jakobi98running,ijspeert99evolution
2817,jamil00gql,jamil01case
2818,jamil01case,jamil00gql
2819,jamil99belief,307172
2820,jamil99belief,383856
2821,jansen00mobile,484682
2822,jansen00mobile,499374
2823,jantke93casebased,20587
2824,jantke93casebased,22187
2825,jantke93casebased,38463
2826,jantke93casebased,520593
2827,jantke93casebased,6875
2828,jantke93casebased,73259
2829,jantke93casebased,dotsch00tic
2830,jantke93casebased,dotsch96good
2831,jantke93casebased,globig94casebased
2832,jantke93casebased,globig95learning
2833,jantke93casebased,griffiths95concept
2834,jantke93casebased,jantke93casebased
2835,jantke93casebased,jantke97logical
2836,jantke93casebased,jantke97necessity
2837,jantke93casebased,jantke97theoretical
2838,jantke93casebased,sakakibara94learning
2839,jantke93types,globig94casebased
2840,jantke93types,jantke93casebased
2841,jantke93types,sakakibara94learning
2842,jantke94nonstandard,184462
